,AUC Article Title,Titles,Journals,doi,Cross Ref Links,links,CiteScore,Open Access,ISSN,resurchify Links,Impact factor,H-Index
4615,"Science, epistemology, and future prospects for psychoanalysis",AVERAGE EVOKED RESPONSE AND VERBAL CORRELATES OF UNCONSCIOUS MENTAL PROCESSES,Psychophysiology,10.1111/j.1469-8986.1971.tb00447.x,https://api.crossref.org/works/10.1111/j.1469-8986.1971.tb00447.x.xml,https://journalsearches.com/journal.php?title=Psychophysiology,6.4, NO,00485772,https://www.resurchify.com/find/?query=00485772,4.01,165
4616,"Science, epistemology, and future prospects for psychoanalysis",Unconscious inhibition and facilitation at the objective detection threshold: Replicable and qualitatively different unconscious perceptual effects,Cognition,10.1016/j.cognition.2005.06.006,https://api.crossref.org/works/10.1016/j.cognition.2005.06.006.xml,https://journalsearches.com/journal.php?title=Cognition,5.5, NO,00100277,https://www.resurchify.com/find/?query=00100277,3.85,200
4617,"Science, epistemology, and future prospects for psychoanalysis",Negative Emotions and Anosognosia,Cortex,10.1016/S0010-9452(08)70179-5,https://api.crossref.org/works/10.1016/S0010-9452(08)70179-5.xml,https://journalsearches.com/journal.php?title=Cortex,6.2, NO,00109452,https://www.resurchify.com/find/?query=00109452,3.61,122
4618,"Science, epistemology, and future prospects for psychoanalysis",“Either‐or”: Some comments on professor Grünbaum's critique of psychoanalysis,Psychoanalytic Inquiry,10.1080/07351698909533765,https://api.crossref.org/works/10.1080/07351698909533765.xml,https://journalsearches.com/journal.php?title=Psychoanalytic Inquiry,0.9, NO,07351690,https://www.resurchify.com/find/?query=07351690,0.21,39
4619,Variations in Valuation Methodologies and the Cost of Capital: Evidence from MENA Countries,Going the distance: 'Closeness' in qualitative data analysis software,International Journal of Social Research Methodology,10.1080/13645570210146276,https://api.crossref.org/works/10.1080/13645570210146276.xml,https://journalsearches.com/journal.php?title=International Journal of Social Research Methodology,"Social Sciences, Interdisciplinary",English,,https://www.resurchify.com/find/?query=,,
4620,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Religion and Relationships in Muslim Families:  A Qualitative Examination of Devout Married Muslim Couples,Religions,10.3390/rel5030814,https://api.crossref.org/works/10.3390/rel5030814.xml,https://journalsearches.com/journal.php?title=Religions,0.7, YES,,https://www.resurchify.com/find/?query=nan,7.52,317
4621,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Citizens under Suspicion: Responsive Research with Community under Surveillance,Anthropology & Education Quarterly,10.1111/aeq.12136,https://api.crossref.org/works/10.1111/aeq.12136.xml,https://journalsearches.com/journal.php?title=Anthropology & Education Quarterly,,,,https://www.resurchify.com/find/?query=,,
4622,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Practical suggestions to accommodate the needs of Muslim students on campus,New Directions for Student Services,10.1002/ss.307,https://api.crossref.org/works/10.1002/ss.307.xml,https://journalsearches.com/journal.php?title=New Directions for Student Services,,,,https://www.resurchify.com/find/?query=,,
4623,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Community-Centered Clinical Practice,Journal of Community Practice,10.1300/J125v13n04_02,https://api.crossref.org/works/10.1300/J125v13n04_02.xml,https://journalsearches.com/journal.php?title=Journal of Community Practice,1.4, NO,10705422,https://www.resurchify.com/find/?query=10705422,1.20,35
4624,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Domestic Violence in the South Asian Muslim Immigrant Population in the United States,Journal of Social Distress and the Homeless,10.1023/A:1009412119016,https://api.crossref.org/works/10.1023/A:1009412119016.xml,https://journalsearches.com/journal.php?title=Journal of Social Distress and the Homeless,2.2, NO,10530789,https://www.resurchify.com/find/?query=10530789,1.59,22
4625,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Educating Muslim American Youth in a Post-9/11 Era: A Critical Review of Policy and Practice,The High School Journal,10.1353/hsj.2011.0013,https://api.crossref.org/works/10.1353/hsj.2011.0013.xml,https://journalsearches.com/journal.php?title=The High School Journal,,,,https://www.resurchify.com/find/?query=,,
4626,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Can the Ecological Model Guide Social Work Practice?,Social Service Review,10.1086/644558,https://api.crossref.org/works/10.1086/644558.xml,https://journalsearches.com/journal.php?title=Social Service Review,2.4, NO,00377961,https://www.resurchify.com/find/?query=00377961,1.79,61
4627,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,unknown,Contemporary Family Therapy,10.1023/A:1007770532624,https://api.crossref.org/works/10.1023/A:1007770532624.xml,https://journalsearches.com/journal.php?title=Contemporary Family Therapy,1.7, NO,08922764,https://www.resurchify.com/find/?query=08922764,1.43,36
4628,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,The Strengths of Muslim American Couples in the Face of Religious Discrimination Following September 11 and the Iraq War,Smith College Studies in Social Work,10.1080/00377317.2010.481462,https://api.crossref.org/works/10.1080/00377317.2010.481462.xml,https://journalsearches.com/journal.php?title=Smith College Studies in Social Work,0.9, NO,00377317,https://www.resurchify.com/find/?query=00377317,0.65,22
4629,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,(Mis) Understanding Islam in a Suburban Texas School District,Religion & Education,10.1080/15507394.2015.1013408,https://api.crossref.org/works/10.1080/15507394.2015.1013408.xml,https://journalsearches.com/journal.php?title=Religion & Education,1.8, NO,,https://www.resurchify.com/find/?query=,,
4630,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Adapting Social Work in Working with Muslim Clients,Social Work Education,10.1080/02615470802400729,https://api.crossref.org/works/10.1080/02615470802400729.xml,https://journalsearches.com/journal.php?title=Social Work Education,1.6, NO,02615479,https://www.resurchify.com/find/?query=02615479,1.85,42
4631,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Being Muslim and American: Turkish-American children negotiating their religious identities in school settings,Race Ethnicity and Education,10.1080/13613324.2014.911162,https://api.crossref.org/works/10.1080/13613324.2014.911162.xml,https://journalsearches.com/journal.php?title=Race Ethnicity and Education,4, NO,13613324,https://www.resurchify.com/find/?query=13613324,3.55,54
4632,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,The Political Participation and Engagement of Muslim Americans,American Politics Research,10.1177/1532673X04271385,https://api.crossref.org/works/10.1177/1532673X04271385.xml,https://journalsearches.com/journal.php?title=American Politics Research,2.6, NO,1532673X,https://www.resurchify.com/find/?query=1532673X,2.01,54
4633,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Job stress among Muslim immigrants in North America: Moderating effects of religiosity,Stress Medicine,10.1002/smi.2460090304,https://api.crossref.org/works/10.1002/smi.2460090304.xml,https://journalsearches.com/journal.php?title=Stress Medicine,,,07488386,https://www.resurchify.com/find/?query=07488386,,
4634,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Accommodating Religious Expression in the Workplace,Employee Responsibilities and Rights Journal,10.1007/s10672-007-9059-6,https://api.crossref.org/works/10.1007/s10672-007-9059-6.xml,https://journalsearches.com/journal.php?title=Employee Responsibilities and Rights Journal,1.6, NO,08927545,https://www.resurchify.com/find/?query=08927545,,
4635,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,"The Faltering US Refugee Protection System: Legal and Policy Responses to Refugees, Asylum-Seekers, and Others in Need of Protection",Refugee Survey Quarterly,10.1093/rsq/hdr019,https://api.crossref.org/works/10.1093/rsq/hdr019.xml,https://journalsearches.com/journal.php?title=Refugee Survey Quarterly,1.5, NO,10204067,https://www.resurchify.com/find/?query=10204067,1.28,27
4636,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,"Belonging and Connection to School in Resettlement: Young Refugees, School                 Belonging, and Psychosocial Adjustment",Clinical Child Psychology and Psychiatry,10.1177/1359104507071052,https://api.crossref.org/works/10.1177/1359104507071052.xml,https://journalsearches.com/journal.php?title=Clinical Child Psychology and Psychiatry,2.8, NO,13591045,https://www.resurchify.com/find/?query=13591045,2.12,58
4637,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,"How Does Religion Influence Marriage? Christian, Jewish, Mormon, and Muslim Perspectives",Marriage & Family Review,10.1300/J002v38n01_07,https://api.crossref.org/works/10.1300/J002v38n01_07.xml,https://journalsearches.com/journal.php?title=Marriage & Family Review,,,,https://www.resurchify.com/find/?query=,,
4638,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,Learning from the Experience of Muslim Students in American Schools: Towards a Proactive Model of School-Community Cooperation,Multicultural Perspectives,10.1080/15210960701443730,https://api.crossref.org/works/10.1080/15210960701443730.xml,https://journalsearches.com/journal.php?title=Multicultural Perspectives,0.8, NO,15210960,https://www.resurchify.com/find/?query=15210960,0.56,18
4639,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,"Trauma, Post-Migration Living Difficulties, and Social Support as Predictors of Psychological Adjustment in Resettled Sudanese Refugees",Australian & New Zealand Journal of Psychiatry,10.1080/j.1440-1614.2006.01766.x,https://api.crossref.org/works/10.1080/j.1440-1614.2006.01766.x.xml,https://journalsearches.com/journal.php?title=Australian & New Zealand Journal of Psychiatry,,,,https://www.resurchify.com/find/?query=,,
4640,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,A Qualitative Study of Resilience Factors of Bosnian Refugee Women Resettled in the Southern United States,Journal of Ethnic And Cultural Diversity in Social Work,10.1080/15313200802467908,https://api.crossref.org/works/10.1080/15313200802467908.xml,https://journalsearches.com/journal.php?title=Journal of Ethnic And Cultural Diversity in Social Work,2.4, NO,,https://www.resurchify.com/find/?query=,,
4641,The ecosystems perspective in social work: Implications for culturally competent practice with American Muslims,"Muslim, Too: Navigating Multiple Identities at an American University",Equity & Excellence in Education,10.1080/10665684.2013.838129,https://api.crossref.org/works/10.1080/10665684.2013.838129.xml,https://journalsearches.com/journal.php?title=Equity & Excellence in Education,,,10665684,https://www.resurchify.com/find/?query=10665684,1.60,47
